source_text,target_text
how old are students with allergies to food and animal types on average?,"student.loc[student['stuid'].isin(has_allergy.merge(allergy_type.query('allergytype==""food""'), on='allergy')['stuid'].interesect(has_allergy.merge(allergy_type.query('allergytype==""animal""'), on='allergy')['stuid']))]['age'].mean()"
what are the names of students who do not have food type allergies?,"student.loc[~student['stuid'].isin(has_allergy.merge(allergy_type.loc[lambda x: x['allergytype'] == ""food""], on='allergy', how='inner')['stuid']), ['fname', 'lname']]"
each student who is not allergic to any type of food is.,"student.loc[~student['stuid'].isin(has_allergy.merge(allergy_type.loc[lambda x: x['allergytype'] == ""food""], on='allergy', how='inner')['stuid']), ['fname', 'lname']]"
how many male students have some food type allery?,student.loc[lambda x: (x['sex']=='m') & (x['stuid'].isin(has_allergy.merge(allergy_type.loc[lambda x: x['allergytype']=='food'])['stuid']))].shape[0]
what is the number of male students (sex is 'm') allergic to any type of food?,student.loc[lambda x: (x['sex']=='m') & (x['stuid'].isin(has_allergy.merge(allergy_type.loc[lambda x: x['allergytype']=='food'])['stuid']))].shape[0]
what are the different first names and cities of the students who have an allergy to milk or cat?,"pd.merge(student, has_allergy.query('allergy==""milk"" or allergy==""cat""'), on='stuid')[['fname', 'city_code']].drop_duplicates()"
how many students are not allergic to either food or animal when they are older than 18?,"student.loc[lambda x: (x['age'] > 18) & (~x['stuid'].isin(has_allergy.merge(allergy_type.loc[lambda y: (y['allergytype']=='food') | (y['allergytype']=='animal')], on='allergy', how='inner')['stuid']))].shape[0]"
how many students do not have allergy to food type or animal type and are over 18?,"student.loc[lambda x: (x['age'] > 18) & (~x['stuid'].isin(has_allergy.merge(allergy_type.loc[lambda y: (y['allergytype']=='food') | (y['allergytype']=='animal')], on='allergy', how='inner')['stuid']))].shape[0]"
"in this class, which students are not allegry to soy?","student.loc[~student['stuid'].isin(has_allergy.loc[has_allergy['allergy']=='soy', 'stuid']), ['fname', 'major']]"
which students are able to consume soy and what are their first and last names?,"student.loc[~student['stuid'].isin(has_allergy.loc[has_allergy['allergy']=='soy', 'stuid']), ['fname', 'major']]"
below is a list of the top five countries by number of invoices.,invoices.groupby('billing_country').size().sort_values(ascending=false).head(5)
which countries were among the top 8 regarding gross invoice size?,invoices.groupby('billing_country')['total'].sum().sort_values(ascending=false).head(8)
how many invoices are there in the top 8 countries of company xyz by size and what are those sizes?,invoices.groupby('billing_country')['total'].sum().sort_values(ascending=false).head(8)
name of country and number of invoices.,invoices.groupby('billing_country')['total'].mean().sort_values(ascending=false).head(10)
"what is the name of the country and by size, the sum of invoice size?",invoices.groupby('billing_country')['total'].mean().sort_values(ascending=false).head(10)
which 5 customers purchased something most recently?,"customers.merge(invoices, on='customer_id')[['first_name', 'last_name']].sort_values('invoice_date', ascending=false).head(5)"
who are the 5 customers that purchased something most recently?,"customers.merge(invoices, on='customer_id')[['first_name', 'last_name']].sort_values('invoice_date', ascending=false).head(5)"
which customers are the top 10 based on number of orders?,"customers.merge(invoices, left_on='id', right_on='customer_id').groupby(['id','first_name','last_name']).size().reset_index(name='count').sort_values('count', ascending=false)[:10][['first_name', 'last_name', 'count']]"
find the names of top 10 customers by total number of orders and how many orders did they make?,"customers.merge(invoices, left_on='id', right_on='customer_id').groupby(['id','first_name','last_name']).size().reset_index(name='count').sort_values('count', ascending=false)[:10][['first_name', 'last_name', 'count']]"
"top 10 customers by total gross sales. customer name, total gross sales","invoices.merge(customers, left_on='customer_id', right_on='id').groupby(['first_name', 'last_name'], as_index=false)['total'].sum().sort_values('total', ascending=false).head(10)[['first_name', 'last_name', 'total']]"
"who are top 10 customers of company, and what are their first and last names, with sales?","invoices.merge(customers, left_on='customer_id', right_on='id').groupby(['first_name', 'last_name'], as_index=false)['total'].sum().sort_values('total', ascending=false).head(10)[['first_name', 'last_name', 'total']]"
which genres have the most songs of? list genres name and total tracks.,"genres.merge(tracks, left_on='id', right_on='genre_id').groupby('name').size().reset_index(name='count').sort_values(by='count', ascending=false).head(5)"
all the album titles are.,albums['title']
list in ascending order all albums ordered by album title.,albums.sort_values('title')['title']
"alphabetically ascending, what are the titles of all the albums?",albums.sort_values('title')['title']
"alphabetically, list every album whose title starts with a.",albums.loc[lambda x: x['title'].str.startswith('a')].sort_values('title')['title']
"which albums start with a, and what are their names?",albums.loc[lambda x: x['title'].str.startswith('a')].sort_values('title')['title']
"what is the first and last name of 10 customers, whose invoices were the least expensive?","pd.merge(customers, invoices, on='id').sort_values('total')[['first_name', 'last_name']].head(10)"
what are the first and last names of the customers with the cheapest invoices?,"pd.merge(customers, invoices, on='id').sort_values('total')[['first_name', 'last_name']].head(10)"
"total amount of  invoice from chicago, il.","invoices.loc[(invoices['billing_city']=='chicago') & (invoices['billing_state']=='il'), 'total'].sum()"
"the total amount of money in the invoices billed from chicago, illinois is.","invoices.loc[(invoices['billing_city']=='chicago') & (invoices['billing_state']=='il'), 'total'].sum()"
"the invoices from chicago, il are.",invoices[(invoices['billing_city'] == 'chicago') & (invoices['billing_state'] == 'il')].shape[0]
how many invoices were received from states in the us?,"invoices.loc[invoices['billing_country']=='usa', 'billing_state'].value_counts()"
which invoice were billed by which state?,"invoices.loc[invoices['billing_country']=='usa', 'billing_state'].value_counts()"
the state with the most invoices in the us is.,"(invoices.loc[invoices['billing_country']=='usa', :].groupby('billing_state').size().sort_values(ascending=false).head(1).reset_index(name='count')).iloc[0]"
which states sent the most invoices?,"(invoices.loc[invoices['billing_country']=='usa', :].groupby('billing_state').size().sort_values(ascending=false).head(1).reset_index(name='count')).iloc[0]"
how many invoices and the invoice total from california are?,"invoices.loc[invoices['billing_state']=='ca'].agg({'billing_state': 'first', 'total': 'sum', 'billing_state': 'count'})"
from which state did most invoices billed by ca in total money?,"invoices.loc[invoices['billing_state']=='ca'].agg({'billing_state': 'first', 'total': 'sum', 'billing_state': 'count'})"
aerosmith has released how many albums?,"albums.loc[lambda x: x['artist_id'].isin(artists.loc[lambda y: y['name']=='aerosmith', 'id']), 'title']"
what titles did aerosmith release?,"albums.loc[lambda x: x['artist_id'].isin(artists.loc[lambda y: y['name']=='aerosmith', 'id']), 'title']"
how many albums has billy cobham?,"pd.merge(albums, artists, left_on='artist_id', right_on='id').loc[lambda x: x['name']=='billy cobham'].shape[0]"
eduardo martins is a client at which company?,"customers.loc[(customers['first_name'] == 'eduardo') & (customers['last_name'] == 'martins'), 'company']"
eduardo martins is a customer of which company?,"customers.loc[(customers['first_name'] == 'eduardo') & (customers['last_name'] == 'martins'), 'company']"
what is the email and phone number of astrid gruber?,"customers.loc[(customers['first_name']=='astrid') & (customers['last_name']=='gruber'), ['email', 'phone']]"
the email and phone number of astrid gruber the customer are.,"customers.loc[(customers['first_name']=='astrid') & (customers['last_name']=='gruber'), ['email', 'phone']]"
how many customers live in prague?,(customers['city'] == 'prague').sum()
how many customers in the state of california?,(customers['state'] == 'ca').sum()
roberto almeida lives in which country?,"customers.loc[(customers['first_name'] == 'roberto') & (customers['last_name'] == 'almeida'), 'country']"
which country is roberto almeida from?,"customers.loc[(customers['first_name'] == 'roberto') & (customers['last_name'] == 'almeida'), 'country']"
which albums were released by an artist whose name has 'led',"pd.merge(artists.loc[lambda x: x['name'].str.contains('led', case=false)], albums, on='artist_id')['title']"
what album did the artist whose name has the phrase 'led' release?,"pd.merge(artists.loc[lambda x: x['name'].str.contains('led', case=false)], albums, on='artist_id')['title']"
steve johnson supports how many customers?,"employees.merge(customers, left_on='id', right_on='support_rep_id').query('first_name == ""steve"" and last_name == ""johnson""').shape[0]"
what is the title of the hire date of nancy edwards?,"employees.loc[(employees['first_name'] == 'nancy') & (employees['last_name'] == 'edwards'), ['title', 'phone', 'hire_date']]"
"nancy edwards got which title, phone number and hire date?","employees.loc[(employees['first_name'] == 'nancy') & (employees['last_name'] == 'edwards'), ['title', 'phone', 'hire_date']]"
who are nancy edwards' employees who report to her?,"employees.merge(employees[['id', 'first_name', 'last_name']].rename(columns={'id': 'reports_to'}), on='reports_to',suffixes=('', '_manager')).query('first_name_manager == ""nancy"" & last_name_manager == ""edwards""')[['first_name', 'last_name']]"
"which employee reports to nancy edwards, and what is his/her first and last name?","employees.merge(employees[['id', 'first_name', 'last_name']].rename(columns={'id': 'reports_to'}), on='reports_to',suffixes=('', '_manager')).query('first_name_manager == ""nancy"" & last_name_manager == ""edwards""')[['first_name', 'last_name']]"
what is the address of nancy edwards?,"employees.loc[(employees['first_name'] == 'nancy') & (employees['last_name'] == 'edwards'), 'address']"
nancy edwards's address is.,"employees.loc[(employees['first_name'] == 'nancy') & (employees['last_name'] == 'edwards'), 'address']"
the employee who supported the highest number of customers is.,"pd.merge(employees, customers, left_on='id', right_on='support_rep_id').groupby(['id', 'first_name', 'last_name']).size().reset_index(name='counts').sort_values('counts', ascending=false).iloc[0][['first_name', 'last_name']]"
who owns the most customers?,"pd.merge(employees, customers, left_on='id', right_on='support_rep_id').groupby(['id', 'first_name', 'last_name']).size().reset_index(name='counts').sort_values('counts', ascending=false).iloc[0][['first_name', 'last_name']]"
how many employees are living in canada? ,(employees['country'] == 'canada').sum()
nancy edwards's phone number is.,"employees.loc[(employees['first_name']=='nancy') & (employees['last_name']=='edwards'), 'phone']"
nancy edwards' phone number is.,"employees.loc[(employees['first_name']=='nancy') & (employees['last_name']=='edwards'), 'phone']"
who is the youngest employee in the company?,"employees.sort_values('birth_date', ascending=false).iloc[:1, ['first_name', 'last_name']]"
what is the name of the youngest employee?,"employees.sort_values('birth_date', ascending=false).iloc[:1, ['first_name', 'last_name']]"
the employee work longest in the company are:.,"employees[['first_name', 'last_name']].sort_values('hire_date').head(10)"
which surnames do the top 10 employees have?,"employees[['first_name', 'last_name']].sort_values('hire_date').head(10)"
"it staff in each city, how many employees have?",employees.loc[lambda x: x['title']=='it staff'].groupby('city').size().reset_index(name='count(*)')
how many it staff are from each city?,employees.loc[lambda x: x['title']=='it staff'].groupby('city').size().reset_index(name='count(*)')
"which employee manages most number of peoples? list employee's first and last name, and number of people report to that employee.","employees.merge(employees, left_on='reports_to', right_on='id', suffixes=('', '_manager')).groupby(by=['id_manager', 'first_name_manager', 'last_name_manager']).size().reset_index(name='count_reports_to').sort_values(by='count_reports_to', ascending=false).head(1)[['first_name_manager', 'last_name_manager', 'count_reports_to']]"
"who reports to how many people, and what are their first and last names?","employees.merge(employees, left_on='reports_to', right_on='id', suffixes=('', '_manager')).groupby(by=['id_manager', 'first_name_manager', 'last_name_manager']).size().reset_index(name='count_reports_to').sort_values(by='count_reports_to', ascending=false).head(1)[['first_name_manager', 'last_name_manager', 'count_reports_to']]"
invoices luca mancini has how many orders? ,"pd.merge(customers.loc[lambda x: (x['first_name']=='lucas') & (x['last_name']=='mancini')], invoices, on='customer_id').shape[0]"
the total amount of money spent by lucas mancini is what?,"pd.merge(customers[customers['first_name']=='lucas'][customers['last_name']=='mancini'], invoices, on='customer_id')['total'].sum()"
name all the media types.,media_types['name']
what are the different genre types?,genres['name'].unique()
what are the genres called?,genres['name'].unique()
list of all playlists.,playlists['name']
in which year was the track 'fast as a shark' created by which composer?,"tracks.loc[lambda x: x['name'] == 'fast as a shark', 'composer']"
what is the total duration of track fast as a shark has?,"tracks.loc[lambda x: x['name'] == 'fast as a shark', 'milliseconds']"
fast as a shark took how many milliseconds?,"tracks.loc[lambda x: x['name'] == 'fast as a shark', 'milliseconds']"
what is the genre of the tracks named rock?,"tracks.merge(genres, left_on='genre_id', right_on='id').loc[lambda x: x['name']=='rock', 'name_y']"
what is the title of the album to which the track balls to the wall belongs?,"albums.loc[lambda x: x['id'].isin(tracks.loc[lambda y: y['name']=='balls to the wall', 'genre_id']), 'title']"
which album cover holds the song ball to the wall?,"albums.loc[lambda x: x['id'].isin(tracks.loc[lambda y: y['name']=='balls to the wall', 'genre_id']), 'title']"
balls to the wall contains the following tracks:,"pd.merge(albums.loc[lambda x: x['title']=='balls to the wall'], tracks, left_on='id', right_on='genre_id')['name']"
balls to the wall is the name of all tracks on the album.,"pd.merge(albums.loc[lambda x: x['title']=='balls to the wall'], tracks, left_on='id', right_on='genre_id')['name']"
"the album has more than 10 tracks, what title is it?","albums.merge(tracks, on='album_id').groupby('id').filter(lambda x: len(x) > 10)['title']"
which tracks belong to genre 'rock' and whose media type is mpeg audio file?,"pd.merge(pd.merge(genres[genres['name']=='rock'], tracks, on='genre_id'), media_types[media_types['name']=='mpeg audio file'], on='media_type_id')['name']"
which rock tracks are on mpeg audio files?,"pd.merge(pd.merge(genres[genres['name']=='rock'], tracks, on='genre_id'), media_types[media_types['name']=='mpeg audio file'], on='media_type_id')['name']"
which tracks belong to genre rock or media type is mpeg audio file?,"pd.merge(pd.merge(genres.loc[genres['name']==""rock""], tracks, on='genre_id'), media_types.loc[media_types['name']=='mpeg audio file'], on='media_type_id')['name']"
which tracks belong to the rock genre and which ones are mpeg?,"pd.merge(pd.merge(genres.loc[genres['name']==""rock""], tracks, on='genre_id'), media_types.loc[media_types['name']=='mpeg audio file'], on='media_type_id')['name']"
the track belongs to which genre?,"pd.merge(genres.loc[lambda x: x['name'].isin(['rock', 'jazz'])], tracks, on='genre_id')['name_y']"
the songs that were rock or jazz songs were.,"pd.merge(genres.loc[lambda x: x['name'].isin(['rock', 'jazz'])], tracks, on='genre_id')['name_y']"
the movies have which tracks in their playlists?,"pd.merge(pd.merge(tracks, playlist_tracks, on='id'), playlists, on='id').loc[lambda x: x['name']=='movies', 'name']"
there are all songs that are on playlists titled movies.  ,"pd.merge(pd.merge(tracks, playlist_tracks, on='id'), playlists, on='id').loc[lambda x: x['name']=='movies', 'name']"
what is the number of tracks that playlist has? what does playlist?,"pd.merge(playlist_tracks, playlists, on='id').groupby('playlist_id').filter(lambda x: x['track_id'].count() > 100)['name']"
which playlist has a large number of tracks?,"pd.merge(playlist_tracks, playlists, on='id').groupby('playlist_id').filter(lambda x: x['track_id'].count() > 100)['name']"
which tracks were bought by customer daan peeters?,"tracks.merge(invoice_lines, left_on='id', right_on='track_id').merge(invoices, on='invoice_id').merge(customers, on='customer_id').loc[(customers['first_name']=='daan') & (customers['last_name']=='peeters'), 'name']"
which tracks did dean peeters buy?,"tracks.merge(invoice_lines, left_on='id', right_on='track_id').merge(invoices, on='invoice_id').merge(customers, on='customer_id').loc[(customers['first_name']=='daan') & (customers['last_name']=='peeters'), 'name']"
how much is the tune fast as a shark?,"tracks.loc[lambda x: x['name']=='fast as a shark', 'unit_price']"
which tracks are in movies playlist but not in music playlist?,"set(tracks.merge(playlist_tracks, left_on='id', right_on='track_id').merge(playlists, left_on='playlist_id', right_on='id').loc[lambda x: x['name']=='movies', 'name']).difference(tracks.merge(playlist_tracks, left_on='id', right_on='track_id').merge(playlists, left_on='playlist_id', right_on='id').loc[lambda x: x['name']=='music', 'name'])"
which movies tracks are not in the music playlist?,"set(tracks.merge(playlist_tracks, left_on='id', right_on='track_id').merge(playlists, left_on='playlist_id', right_on='id').loc[lambda x: x['name']=='movies', 'name']).difference(tracks.merge(playlist_tracks, left_on='id', right_on='track_id').merge(playlists, left_on='playlist_id', right_on='id').loc[lambda x: x['name']=='music', 'name'])"
how many tracks are in movies and music playlists?,"pd.merge(pd.merge(tracks, playlist_tracks, on='id'), playlists, on='id').loc[lambda x: x['name']=='movies', 'name'].isin(pd.merge(pd.merge(tracks, playlist_tracks, on='id'), playlists, on='id').loc[lambda x: x['name']=='music', 'name']).unique()"
what are the names of all tracks that are in both the movies and music playlists?,"pd.merge(pd.merge(tracks, playlist_tracks, on='id'), playlists, on='id').loc[lambda x: x['name']=='movies', 'name'].isin(pd.merge(pd.merge(tracks, playlist_tracks, on='id'), playlists, on='id').loc[lambda x: x['name']=='music', 'name']).unique()"
how many tracks are in each type of genre?,"pd.merge(genres, tracks, on='genre_id').groupby('name').size().reset_index(name='count')"
the number of tracks in each genre are.,"pd.merge(genres, tracks, on='genre_id').groupby('name').size().reset_index(name='count')"
the editors ages are:,editor.sort_values('age')['name']
who are the ages of editors?,"editor[['name', 'age']]"
editors who are older than 25 are:,"editor.loc[lambda x: x['age'] > 25, 'name']"
"either 24 or 25, show the names of editors.","editor.loc[lambda x: x['age'].isin([24, 25]), 'name']"
some editors are.,editor.groupby('age').size().reset_index(name='count')
the most common age of editors is.,editor.groupby('age').size().sort_values(ascending=false).index[0]
the distinct themes of journals are.,journal['theme'].unique()
they serve on committees as editors for which journals and themes?,"pd.merge(pd.merge(journal_committee, editor, on='editor_id'), journal, on='journal_id')[['name', 'theme']]"
"for each journal committee, find the editor name and the journal theme.","pd.merge(pd.merge(journal_committee, editor, on='editor_id'), journal, on='journal_id')[['name', 'theme']]"
"editors serve on committees for which journals, in ascending alphabetical order of theme, and (in parenthesis) their ages?","pd.merge(pd.merge(journal_committee, editor, on='editor_id'), journal, on='journal_id').sort_values('theme')[['name', 'age', 'theme']]"
which editors are on the committee of journals with sales bigger than 3000?,"pd.merge(pd.merge(journal_committee, editor, on='editor_id'), journal, on='journal_id').loc[lambda x: x['sales'] > 3000, 'name']"
which editors serve on how many journal committees?,"editor.merge(journal_committee, on='editor_id').groupby(['editor_id', 'name']).size().reset_index(name='count')"
how many editors are on at least two journal committees?,"pd.merge(editor, journal_committee, on='editor_id').groupby('name').filter(lambda x: len(x) >= 2)['name']"
which journals do not have editors on any journal committee?,"editor.loc[~editor['editor_id'].isin(journal_committee['editor_id']), 'name']"
the two journals which did not have any of the listed editors serving on committee were.,"journal[~journal.merge(journal_committee, on='journal_id').set_index(['date', 'theme', 'sales']).index.isin(journal.set_index(['date', 'theme', 'sales']).index)]"
the average sales of the journals that have an editor whose work type is 'photo' are.,"journal_committee[journal_committee['work_type'] == 'photo'].merge(journal, on='journal_id')['sales'].mean()"
"ids, customer ids, names for all accounts are.","accounts[['account_id', 'customer_id', 'account_name']]"
"which account ids, customer ids, and account names for all the accounts?","accounts[['account_id', 'customer_id', 'account_name']]"
show account details for account with the id 338.,"accounts.loc[lambda x: x['account_name']=='338', 'other_account_details']"
"the customer with account name 162 has the first name, last name, and phone.","pd.merge(accounts.loc[lambda x: x['account_name']=='162'], customers, on='customer_id')[['customer_first_name', 'customer_last_name', 'customer_phone']]"
the customer with the account name 162 has the full name and phone.,"pd.merge(accounts.loc[lambda x: x['account_name']=='162'], customers, on='customer_id')[['customer_first_name', 'customer_last_name', 'customer_phone']]"
which customer has an account with first name art and last name turcotte?,"pd.merge(accounts, customers).loc[lambda x: (x['customer_first_name']=='art') & (x['customer_last_name']=='turcotte'), :].shape[0]"
the account number of the customer with first name art and last name turcotte is.,"pd.merge(accounts, customers).loc[lambda x: (x['customer_first_name']=='art') & (x['customer_last_name']=='turcotte'), :].shape[0]"
customer ids and the number of accounts for each.,accounts.groupby('customer_id').size().reset_index(name='count')
"for each customer id, how many accounts are there?",accounts.groupby('customer_id').size().reset_index(name='count')
the customer with the most accounts is. this person has.,"accounts.groupby('customer_id').size().nlargest(1).reset_index(name='count').loc[0, ['customer_id', 'count']]"
what is the customer with the fewest number of accounts?,"pd.merge(accounts, customers, on='customer_id').groupby('customer_id').agg({'customer_first_name': 'first', 'customer_last_name': 'first', 'customer_id': 'count'}).sort_values('customer_id').iloc[0][['customer_first_name', 'customer_last_name', 'customer_id']]"
the customer with the fewest accounts is.,"pd.merge(accounts, customers, on='customer_id').groupby('customer_id').agg({'customer_first_name': 'first', 'customer_last_name': 'first', 'customer_id': 'count'}).sort_values('customer_id').iloc[0][['customer_first_name', 'customer_last_name', 'customer_id']]"
there are how many customers without an account?,customers['customer_id'].isin(accounts['customer_id']).value_counts()[false]
which customers do not have an account?,customers['customer_id'].isin(accounts['customer_id']).value_counts()[false]
show the first names and last names of customers without an account.,"customers.loc[~customers['customer_id'].isin(accounts['customer_id']), ['customer_first_name', 'customer_last_name']]"
which customers do not have any accounts?,"customers.loc[~customers['customer_id'].isin(accounts['customer_id']), ['customer_first_name', 'customer_last_name']]"
"which customers have accounts, and what are their full names?","pd.merge(customers, accounts, on='customer_id')[['customer_first_name', 'customer_last_name']].drop_duplicates()"
how many customers have accounts? ,accounts['customer_id'].nunique()
count how many customers have an account.,accounts['customer_id'].nunique()
we have how many customers?,customers.shape[0]
what is the number of customers?,customers.shape[0]
"list ids, first names, last names, and phones for all customers.","customers[['customer_id', 'customer_first_name', 'customer_last_name', 'customer_phone']]"
"the customers' id, full name and phone.","customers[['customer_id', 'customer_first_name', 'customer_last_name', 'customer_phone']]"
"aniyah feest, email address and phone number?","customers.loc[(customers['customer_first_name'] == 'aniyah') & (customers['customer_last_name'] == 'feest'), ['customer_phone', 'customer_email']]"
aniyah feest has a phone and email?,"customers.loc[(customers['customer_first_name'] == 'aniyah') & (customers['customer_last_name'] == 'feest'), ['customer_phone', 'customer_email']]"
"which customer cards have which card ids, customer ids, card types, and card numbers?","customers_cards[['card_id', 'customer_id', 'card_type_code', 'card_number']]"
the card with card number '4560596484842' is valid from 20/6/2010 until 20/6/2020. ,"customers_cards.loc[lambda x: x['card_number']=='4560596484842', ['date_valid_from', 'date_valid_to']]"
for which dates are valid from and valid to dates for the card with the number 4560596484842?,"customers_cards.loc[lambda x: x['card_number']=='4560596484842', ['date_valid_from', 'date_valid_to']]"
"the customer who has card number 4560596484842, their full name and phone is.","pd.merge(customers_cards, customers, on='customer_id').loc[lambda x: x['card_number']=='4560596484842', ['customer_first_name', 'customer_last_name', 'customer_phone']]"
the customer with the name art and last name turcotte has. ,"pd.merge(customers_cards, customers.loc[(customers['customer_first_name']=='art') & (customers['customer_last_name']=='turcotte')], on='customer_id')['customer_id'].count()"
blanche heuls has how many credit cards?,"pd.merge(customers_cards, customers, on='customer_id').loc[(customers['customer_first_name']=='blanche') & (customers['customer_last_name']=='huels') & (customers_cards['card_type_code']=='credit'),:].shape[0]"
blanche huels has how many credit cards?,"pd.merge(customers_cards, customers, on='customer_id').loc[(customers['customer_first_name']=='blanche') & (customers['customer_last_name']=='huels') & (customers_cards['card_type_code']=='credit'),:].shape[0]"
each customer owns how many cards?,customers_cards.groupby('customer_id').size().reset_index(name='count')
"how many cards does each one hold, and what are the different customer ids?",customers_cards.groupby('customer_id').size().reset_index(name='count')
"the customer with most number of cards has, and he has.",customers_cards.groupby('customer_id').size().idxmax()
"id of customer who has the most cards is, as well as number of the cards.",customers_cards.groupby('customer_id').size().idxmax()
"show id, first and last names for all customers with two cards.","pd.merge(customers_cards, customers, on='customer_id').groupby('customer_id').filter(lambda x: len(x) >= 2)[['customer_id', 'customer_first_name', 'customer_last_name']].drop_duplicates('customer_id')"
which customers hold two or more cards?,"pd.merge(customers_cards, customers, on='customer_id').groupby('customer_id').filter(lambda x: len(x) >= 2)[['customer_id', 'customer_first_name', 'customer_last_name']].drop_duplicates('customer_id')"
"what customer id, first and last name have fewer accounts?","pd.merge(customers_cards, customers, on='customer_id').groupby('customer_id').agg({'customer_first_name': 'first', 'customer_last_name': 'first'}).sort_values(by='count').head(1)"
what is the id and full name of customer who has the fewest accounts?,"pd.merge(customers_cards, customers, on='customer_id').groupby('customer_id').agg({'customer_first_name': 'first', 'customer_last_name': 'first'}).sort_values(by='count').head(1)"
the number of cards in each card type is.,customers_cards.groupby('card_type_code').size().reset_index(name='count')
what is the card type code that has most cards?,customers_cards.groupby('card_type_code').size().sort_values(ascending=false).index[0]
the most common card type is.,customers_cards.groupby('card_type_code').size().sort_values(ascending=false).index[0]
which card type codes have 5 or more cards?,customers_cards.groupby('card_type_code').filter(lambda x: len(x) >= 5)['card_type_code'].unique()
the number of customers holding each card type is.,customers_cards.groupby('card_type_code')['customer_id'].nunique()
"how many different card type codes are there in total, and how many customers hold each type?",customers_cards.groupby('card_type_code')['customer_id'].nunique()
which customers do not have a credit card?,"customers[['customer_id', 'customer_first_name']].merge(customers_cards[lambda x: x['card_type_code'] == 'credit'][['customer_id']],how='left',on='customer_id',indicator=true).query(""_merge == 'left_only'"").drop('_merge', axis=1)"
"which customers do not have credit cards, and what are their first names and ids?","customers[['customer_id', 'customer_first_name']].merge(customers_cards[lambda x: x['card_type_code'] == 'credit'][['customer_id']],how='left',on='customer_id',indicator=true).query(""_merge == 'left_only'"").drop('_merge', axis=1)"
which card type codes are:,customers_cards['card_type_code'].unique()
what are different card type codes?,customers_cards['card_type_code'].unique()
how many card types does alibaba store?,customers_cards['card_type_code'].nunique()
what are the transaction types?,financial_transactions['transaction_type'].unique()
what types of transactions exist?,financial_transactions['transaction_type'].unique()
how many transaction types exist?,financial_transactions['transaction_type'].nunique()
how many different types of transactions are there? ,financial_transactions['transaction_type'].nunique()
the average and total transaction amount are.,"financial_transactions['transaction_amount'].agg(['mean', 'sum'])"
"on average, the transaction amount is 01. the total amount of all transactions is . ","financial_transactions['transaction_amount'].agg(['mean', 'sum'])"
card type codes and the number of transactions are.,"pd.merge(financial_transactions, customers_cards, on='card_id').groupby('card_type_code').size()"
how many transactions have been made with each card type?,"pd.merge(financial_transactions, customers_cards, on='card_id').groupby('card_type_code').size()"
the transaction type and the number of transactions are shown.,financial_transactions.groupby('transaction_type').size().reset_index(name='count')
the number of transactions of each transaction type is.,financial_transactions.groupby('transaction_type').size().reset_index(name='count')
which transaction type has processed the greatest total amount in transactions?,financial_transactions.groupby('transaction_type').sum()['transaction_amount'].sort_values(ascending=false).index[0]
"for each account, show the account id and the number of transactions.",financial_transactions.groupby('account_id').size().reset_index(name='count')
"what different user accounts have made financial transactions, and what are the details of the transactions?",financial_transactions.groupby('account_id').size().reset_index(name='count')
how many tracks are there?,track.shape[0]
name and location for all tracks.,"track[['name', 'location']]"
"what tracks do we know, where are they, and what is their names and locations?","track[['name', 'location']]"
"show names and seatings, ordered by seating, for all tracks opened after 2000.","track.loc[lambda x: x['year_opened']>2000, ['name', 'seating']].sort_values('seating')"
the names of tracks opened after 2000 and seatings are as follows:seating | name ,"track.loc[lambda x: x['year_opened']>2000, ['name', 'seating']].sort_values('seating')"
"what is the name of the most recently opened track, its location and its seating?","track.sort_values('year_opened', ascending=false).iloc[0][['name', 'location', 'seating']]"
what is the name and location of the track that was opened most recently?,"track.sort_values('year_opened', ascending=false).iloc[0][['name', 'location', 'seating']]"
"what is the minimum and maximum seating for all tracks, and what is their average value? ","track['seating'].agg(['min', 'max', 'mean'])"
under which conditions was the average seating calculated?,"track['seating'].agg(['min', 'max', 'mean'])"
"name, location and open year for all tracks with a seating higher than the average. ","track.loc[lambda x: x['seating'] > track['seating'].mean(), ['name', 'location', 'year_opened']]"
"what tracks have seating higher than average, and what are their names, locations, and years of opening?","track.loc[lambda x: x['seating'] > track['seating'].mean(), ['name', 'location', 'year_opened']]"
distinct locations where tracks are located are.,track['location'].unique()
give the positions of tracks.,track['location'].unique()
how many races are. ,race.shape[0]
how many races are?,race.shape[0]
there can be distinct classes that races can have.,race['class'].unique()
which classes of races are?,race['class'].unique()
"all races have name, class, and date.","race[['name', 'class', 'date']]"
"what is the name of the race, class, and date for all races?","race[['name', 'class', 'date']]"
the race class and the number of races in each class is.,race.groupby('class').size().reset_index(name='count')
how many races correspond to each different class of race?,race.groupby('class').size().reset_index(name='count')
which race class has the most races?,race.groupby('class').size().sort_values(ascending=false).index[0]
the most common class of race is.,race.groupby('class').size().sort_values(ascending=false).index[0]
there are two races in the races class.,race.groupby('class').filter(lambda x: len(x) >= 2)['class'].drop_duplicates()
there are two or more races that correspond to which classes?,race.groupby('class').filter(lambda x: len(x) >= 2)['class'].drop_duplicates()
how many races are not in class 'gt'?,"track.loc[~track['name'].isin(race.loc[race['class']=='gt', 'name'])]['name']"
which tracks do not have a race in the class 'gt'?,"track.loc[~track['name'].isin(race.loc[race['class']=='gt', 'name'])]['name']"
which tracks have not had races?,"track.loc[~track['track_id'].isin(race['track_id']), 'name']"
which tracks have not been used for any races?,"track.loc[~track['track_id'].isin(race['track_id']), 'name']"
